Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count
RES-00493,Candidate 0493,"JavaScript, React, HTML, CSS",0.3,Bachelor's,3,Web Developer,Reject,84409,2
RES-00494,Candidate 0494,"JavaScript, React, HTML, CSS",5.8,Master's,1,Web Developer,Hire,50472,3
RES-00495,Candidate 0495,"Python, Scikit-learn, SQL",4.6,Bachelor's,4,ML Engineer,Reject,56745,4
RES-00496,Candidate 0496,"Python, Scikit-learn, SQL",0.0,Bachelor's,1,Cybersecurity Analyst,Reject,51259,3
RES-00497,Candidate 0497,"JavaScript, React, HTML, CSS",1.2,PhD,1,Software Developer,Hire,94747,2
RES-00498,Candidate 0498,"JavaScript, React, HTML, CSS",0.7,Bachelor's,3,Data Analyst,Reject,92470,3
RES-00499,Candidate 0499,"Python, SQL, Pandas",5.1,Bachelor's,3,Web Developer,Reject,84346,6
RES-00500,Candidate 0500,"JavaScript, React, HTML, CSS",7.2,Bachelor's,5,Data Analyst,Hire,111140,5
RES-00501,Candidate 0501,"Java, HTML, CSS",8.6,Bachelor's,0,ML Engineer,Reject,98080,2
RES-00502,Candidate 0502,"JavaScript, React, HTML, CSS",5.3,Bachelor's,2,Cybersecurity Analyst,Hire,104831,2
RES-00503,Candidate 0503,"Python, Scikit-learn, SQL",0.8,Bachelor's,2,Software Developer,Reject,25000,2
RES-00504,Candidate 0504,"Python, Networking, Linux",0.7,Bachelor's,2,Software Developer,Reject,73997,1
RES-00505,Candidate 0505,"Python, Scikit-learn, SQL",1.1,Bachelor's,0,Cybersecurity Analyst,Reject,25000,6
RES-00506,Candidate 0506,"Python, Scikit-learn, SQL",4.7,Bachelor's,4,Data Analyst,Hire,72864,6
RES-00507,Candidate 0507,"Python, SQL, Pandas",6.7,Master's,2,Data Analyst,Reject,48374,6
RES-00508,Candidate 0508,"Java, HTML, CSS",0.0,Bachelor's,2,Software Developer,Reject,60105,4
RES-00509,Candidate 0509,"JavaScript, React, HTML, CSS",5.0,Bachelor's,4,Web Developer,Reject,75964,1
RES-00510,Candidate 0510,"Java, HTML, CSS",5.8,Bachelor's,0,Cybersecurity Analyst,Reject,25000,3
RES-00511,Candidate 0511,"Java, HTML, CSS",4.3,Master's,1,ML Engineer,Reject,67113,7
RES-00512,Candidate 0512,"JavaScript, React, HTML, CSS",11.6,Bachelor's,2,Data Analyst,Hire,72929,7
RES-00513,Candidate 0513,"JavaScript, React, HTML, CSS",4.8,Master's,2,Software Developer,Reject,79049,3
RES-00514,Candidate 0514,"Java, HTML, CSS",3.6,Bachelor's,3,Web Developer,Reject,66923,5
RES-00515,Candidate 0515,"JavaScript, React, HTML, CSS",5.0,Bachelor's,2,Web Developer,Reject,41272,8
RES-00516,Candidate 0516,"JavaScript, React, HTML, CSS",2.1,Master's,1,Data Analyst,Reject,102347,3
RES-00517,Candidate 0517,"Python, Networking, Linux",0.8,Bachelor's,2,ML Engineer,Reject,64042,1
RES-00518,Candidate 0518,"Java, HTML, CSS",4.6,PhD,3,Data Analyst,Hire,72269,5
RES-00519,Candidate 0519,"Python, Networking, Linux",6.4,Master's,1,Data Analyst,Hire,111555,9
RES-00520,Candidate 0520,"Python, Scikit-learn, SQL",2.9,Bachelor's,2,Web Developer,Hire,30238,6
RES-00521,Candidate 0521,"Python, SQL, Pandas",5.8,Bachelor's,4,Software Developer,Hire,51224,5
RES-00522,Candidate 0522,"Python, Scikit-learn, SQL",2.6,Bachelor's,2,Software Developer,Hire,83889,4
RES-00523,Candidate 0523,"Python, SQL, Pandas",7.6,Bachelor's,2,ML Engineer,Hire,68002,1
RES-00524,Candidate 0524,"Python, SQL, Pandas",4.0,Master's,0,Web Developer,Reject,60297,3
RES-00525,Candidate 0525,"Java, HTML, CSS",4.8,Master's,0,Cybersecurity Analyst,Reject,84195,6
RES-00526,Candidate 0526,"Python, Scikit-learn, SQL",5.4,Bachelor's,2,Software Developer,Hire,41625,8
RES-00527,Candidate 0527,"Python, SQL, Pandas",0.1,Bachelor's,2,Software Developer,Reject,58921,5
RES-00528,Candidate 0528,"Python, Networking, Linux",3.0,Bachelor's,2,Data Analyst,Reject,63869,5
RES-00529,Candidate 0529,"Python, Networking, Linux",8.1,Bachelor's,1,Web Developer,Hire,39550,4
RES-00530,Candidate 0530,"Python, Networking, Linux",3.6,Master's,1,Cybersecurity Analyst,Reject,70495,3
RES-00531,Candidate 0531,"Python, SQL, Pandas",7.0,Master's,3,Cybersecurity Analyst,Hire,65861,4
RES-00532,Candidate 0532,"Java, HTML, CSS",5.7,Bachelor's,2,Cybersecurity Analyst,Reject,25000,2
RES-00533,Candidate 0533,"Java, HTML, CSS",0.0,Bachelor's,2,ML Engineer,Reject,78311,4
RES-00534,Candidate 0534,"Python, SQL, Pandas",5.3,Bachelor's,4,ML Engineer,Hire,36869,3
RES-00535,Candidate 0535,"JavaScript, React, HTML, CSS",0.8,Bachelor's,2,Cybersecurity Analyst,Reject,70469,3
RES-00536,Candidate 0536,"Python, Scikit-learn, SQL",4.2,Bachelor's,3,Data Analyst,Reject,63698,5
RES-00537,Candidate 0537,"Python, Scikit-learn, SQL",2.5,Bachelor's,2,Cybersecurity Analyst,Reject,42237,3
RES-00538,Candidate 0538,"JavaScript, React, HTML, CSS",3.6,Bachelor's,2,Web Developer,Hire,51262,6
RES-00539,Candidate 0539,"Python, Scikit-learn, SQL",3.3,Master's,4,Cybersecurity Analyst,Hire,33432,8
RES-00540,Candidate 0540,"Java, HTML, CSS",4.1,Bachelor's,1,Data Analyst,Hire,75030,4
RES-00541,Candidate 0541,"Python, Networking, Linux",2.4,Bachelor's,2,ML Engineer,Reject,83100,4
RES-00542,Candidate 0542,"Python, Networking, Linux",0.1,Master's,2,ML Engineer,Hire,80572,3
RES-00543,Candidate 0543,"Python, Scikit-learn, SQL",1.0,Master's,2,Software Developer,Hire,54342,2
RES-00544,Candidate 0544,"Python, Networking, Linux",5.8,PhD,3,Web Developer,Hire,28943,4
RES-00545,Candidate 0545,"Java, HTML, CSS",7.8,Bachelor's,0,Software Developer,Hire,53746,1
RES-00546,Candidate 0546,"JavaScript, React, HTML, CSS",4.1,Bachelor's,2,Software Developer,Reject,42427,2
RES-00547,Candidate 0547,"Python, Networking, Linux",5.6,Bachelor's,1,Data Analyst,Hire,86034,8
RES-00548,Candidate 0548,"Python, Networking, Linux",5.9,Master's,6,Software Developer,Hire,55615,1
RES-00549,Candidate 0549,"Python, Networking, Linux",0.1,Bachelor's,0,Cybersecurity Analyst,Reject,29890,9
RES-00550,Candidate 0550,"Python, Networking, Linux",0.0,PhD,1,ML Engineer,Reject,72566,4
RES-00551,Candidate 0551,"Java, HTML, CSS",3.4,Bachelor's,5,Cybersecurity Analyst,Reject,36897,4
RES-00552,Candidate 0552,"Java, HTML, CSS",0.0,Bachelor's,0,Software Developer,Reject,57395,3
RES-00553,Candidate 0553,"JavaScript, React, HTML, CSS",2.8,Master's,2,Web Developer,Reject,93435,4
RES-00554,Candidate 0554,"Python, Networking, Linux",0.0,Bachelor's,1,Web Developer,Reject,95909,3
RES-00555,Candidate 0555,"Python, SQL, Pandas",1.9,Bachelor's,2,Cybersecurity Analyst,Reject,61196,5
RES-00556,Candidate 0556,"Python, SQL, Pandas",1.6,Master's,1,Cybersecurity Analyst,Hire,37851,4
RES-00557,Candidate 0557,"Python, SQL, Pandas",4.8,Bachelor's,1,ML Engineer,Reject,55931,2
RES-00558,Candidate 0558,"JavaScript, React, HTML, CSS",1.9,Bachelor's,5,ML Engineer,Hire,67487,2
RES-00559,Candidate 0559,"Python, Scikit-learn, SQL",0.6,Bachelor's,0,Software Developer,Reject,80895,8
RES-00560,Candidate 0560,"Python, Scikit-learn, SQL",3.6,Master's,1,Web Developer,Hire,45055,3
RES-00561,Candidate 0561,"Python, Scikit-learn, SQL",10.9,Bachelor's,2,ML Engineer,Hire,90729,1
RES-00562,Candidate 0562,"Java, HTML, CSS",4.7,Bachelor's,3,Software Developer,Reject,51183,4
RES-00563,Candidate 0563,"Java, HTML, CSS",0.0,Master's,1,Data Analyst,Reject,55242,2
RES-00564,Candidate 0564,"Python, Networking, Linux",3.7,Bachelor's,1,Cybersecurity Analyst,Hire,49605,2
RES-00565,Candidate 0565,"Python, Scikit-learn, SQL",9.9,Bachelor's,1,Web Developer,Reject,52127,1
RES-00566,Candidate 0566,"Python, Networking, Linux",3.9,Bachelor's,1,Software Developer,Reject,106849,3
RES-00567,Candidate 0567,"Java, HTML, CSS",6.7,Bachelor's,1,ML Engineer,Reject,88172,3
RES-00568,Candidate 0568,"Python, Networking, Linux",6.3,Master's,2,Data Analyst,Reject,56067,1
RES-00569,Candidate 0569,"Python, Scikit-learn, SQL",6.5,Bachelor's,3,Cybersecurity Analyst,Hire,80878,4
RES-00570,Candidate 0570,"Python, Networking, Linux",6.1,Bachelor's,2,Web Developer,Hire,46589,7
RES-00571,Candidate 0571,"Python, SQL, Pandas",4.2,PhD,1,Data Analyst,Hire,25285,5
RES-00572,Candidate 0572,"Python, SQL, Pandas",3.0,Master's,3,ML Engineer,Hire,73580,4
RES-00573,Candidate 0573,"Python, Networking, Linux",2.8,Bachelor's,1,Cybersecurity Analyst,Hire,124183,4
RES-00574,Candidate 0574,"JavaScript, React, HTML, CSS",3.8,Bachelor's,1,Software Developer,Reject,59895,3
RES-00575,Candidate 0575,"Python, Networking, Linux",4.6,Bachelor's,1,Data Analyst,Hire,59319,5
RES-00576,Candidate 0576,"JavaScript, React, HTML, CSS",0.3,PhD,3,Software Developer,Reject,31822,3
RES-00577,Candidate 0577,"Python, Scikit-learn, SQL",2.8,Bachelor's,2,Cybersecurity Analyst,Reject,35050,3
RES-00578,Candidate 0578,"Java, HTML, CSS",3.4,Bachelor's,0,Cybersecurity Analyst,Hire,64066,4
RES-00579,Candidate 0579,"JavaScript, React, HTML, CSS",3.8,Bachelor's,4,ML Engineer,Reject,61378,3
RES-00580,Candidate 0580,"Python, Scikit-learn, SQL",2.7,Master's,4,Web Developer,Hire,55848,4
RES-00581,Candidate 0581,"JavaScript, React, HTML, CSS",5.5,Bachelor's,1,Cybersecurity Analyst,Hire,56862,4
RES-00582,Candidate 0582,"Java, HTML, CSS",3.2,Master's,5,ML Engineer,Hire,61624,2
RES-00583,Candidate 0583,"Python, SQL, Pandas",2.6,Master's,3,Cybersecurity Analyst,Reject,68676,5
RES-00584,Candidate 0584,"Python, SQL, Pandas",0.4,Master's,1,Web Developer,Hire,82106,1
RES-00585,Candidate 0585,"Python, Scikit-learn, SQL",1.6,Master's,2,Cybersecurity Analyst,Hire,84588,4
RES-00586,Candidate 0586,"JavaScript, React, HTML, CSS",4.1,Master's,3,Data Analyst,Reject,75092,3
RES-00587,Candidate 0587,"JavaScript, React, HTML, CSS",3.8,Master's,3,Data Analyst,Hire,40246,3
RES-00588,Candidate 0588,"Java, HTML, CSS",0.0,Master's,1,Software Developer,Reject,25000,4
RES-00589,Candidate 0589,"Java, HTML, CSS",5.8,Bachelor's,1,Cybersecurity Analyst,Reject,92090,4
RES-00590,Candidate 0590,"Python, Scikit-learn, SQL",1.7,PhD,3,Software Developer,Reject,77444,8
RES-00591,Candidate 0591,"Python, Scikit-learn, SQL",1.2,Bachelor's,1,Data Analyst,Reject,74026,3
RES-00592,Candidate 0592,"JavaScript, React, HTML, CSS",6.3,Bachelor's,0,Data Analyst,Reject,40922,3
RES-00593,Candidate 0593,"Python, SQL, Pandas",6.4,Bachelor's,1,Web Developer,Reject,83111,4
RES-00594,Candidate 0594,"JavaScript, React, HTML, CSS",1.7,Bachelor's,2,Web Developer,Reject,67659,2
RES-00595,Candidate 0595,"Python, Scikit-learn, SQL",2.6,Bachelor's,3,Software Developer,Hire,73826,4
RES-00596,Candidate 0596,"Python, Scikit-learn, SQL",0.4,Master's,3,Web Developer,Reject,47478,3
RES-00597,Candidate 0597,"Python, Scikit-learn, SQL",5.5,Bachelor's,2,Cybersecurity Analyst,Hire,51062,4
RES-00598,Candidate 0598,"JavaScript, React, HTML, CSS",5.8,Bachelor's,1,Data Analyst,Hire,59851,1
RES-00599,Candidate 0599,"Java, HTML, CSS",2.4,Bachelor's,3,ML Engineer,Reject,81661,6
RES-00600,Candidate 0600,"Python, Scikit-learn, SQL",7.0,Bachelor's,2,Cybersecurity Analyst,Reject,98436,2
RES-00601,Candidate 0601,"Python, SQL, Pandas",5.8,Bachelor's,4,Web Developer,Hire,52769,5
RES-00602,Candidate 0602,"Python, Scikit-learn, SQL",3.2,Master's,4,ML Engineer,Hire,77159,5
RES-00603,Candidate 0603,"Java, HTML, CSS",5.3,PhD,1,Web Developer,Hire,74375,2
RES-00604,Candidate 0604,"Python, SQL, Pandas",0.0,Bachelor's,1,ML Engineer,Hire,102619,5
RES-00605,Candidate 0605,"Python, Networking, Linux",2.8,Master's,1,Cybersecurity Analyst,Hire,54255,1
RES-00606,Candidate 0606,"Java, HTML, CSS",4.1,Bachelor's,1,Software Developer,Hire,92192,6
RES-00607,Candidate 0607,"JavaScript, React, HTML, CSS",3.5,Bachelor's,1,Software Developer,Reject,63148,4
RES-00608,Candidate 0608,"JavaScript, React, HTML, CSS",8.6,Bachelor's,1,Cybersecurity Analyst,Hire,85912,3
RES-00609,Candidate 0609,"Python, SQL, Pandas",4.3,Master's,4,Software Developer,Reject,66067,5
RES-00610,Candidate 0610,"Python, Networking, Linux",4.4,Master's,1,ML Engineer,Reject,92770,7
RES-00611,Candidate 0611,"Python, Scikit-learn, SQL",0.2,Bachelor's,0,Cybersecurity Analyst,Hire,54869,5
RES-00612,Candidate 0612,"Python, Networking, Linux",3.0,Bachelor's,1,Web Developer,Reject,96137,2
RES-00613,Candidate 0613,"Python, SQL, Pandas",1.5,Master's,2,Cybersecurity Analyst,Reject,47766,3
RES-00614,Candidate 0614,"Python, Networking, Linux",9.4,Bachelor's,1,Cybersecurity Analyst,Hire,90371,5
RES-00615,Candidate 0615,"Java, HTML, CSS",2.5,Bachelor's,2,ML Engineer,Reject,38593,8
RES-00616,Candidate 0616,"Python, Networking, Linux",3.8,Bachelor's,0,ML Engineer,Reject,85489,7
RES-00617,Candidate 0617,"JavaScript, React, HTML, CSS",6.5,Bachelor's,2,Web Developer,Hire,35153,3
RES-00618,Candidate 0618,"Java, HTML, CSS",5.1,Bachelor's,2,Software Developer,Hire,58230,9
RES-00619,Candidate 0619,"JavaScript, React, HTML, CSS",0.0,Bachelor's,3,Web Developer,Hire,90494,4
RES-00620,Candidate 0620,"Java, HTML, CSS",5.1,Master's,4,ML Engineer,Hire,70529,4
RES-00621,Candidate 0621,"Java, HTML, CSS",5.3,Bachelor's,1,Cybersecurity Analyst,Hire,26229,4
RES-00622,Candidate 0622,"JavaScript, React, HTML, CSS",3.0,Bachelor's,1,Web Developer,Hire,74609,8
RES-00623,Candidate 0623,"JavaScript, React, HTML, CSS",4.7,Bachelor's,2,ML Engineer,Hire,98652,3
RES-00624,Candidate 0624,"Python, Scikit-learn, SQL",3.8,Bachelor's,1,Data Analyst,Reject,85042,6
RES-00625,Candidate 0625,"Java, HTML, CSS",0.0,Bachelor's,1,Data Analyst,Reject,51060,5
RES-00626,Candidate 0626,"Java, HTML, CSS",2.1,Bachelor's,0,ML Engineer,Reject,67936,6
RES-00627,Candidate 0627,"JavaScript, React, HTML, CSS",3.6,Bachelor's,0,ML Engineer,Reject,98664,2
RES-00628,Candidate 0628,"Python, Scikit-learn, SQL",2.0,Bachelor's,2,ML Engineer,Reject,94722,4
RES-00629,Candidate 0629,"Python, Scikit-learn, SQL",4.8,Master's,2,Web Developer,Hire,25973,4
RES-00630,Candidate 0630,"Python, SQL, Pandas",6.0,Bachelor's,4,Cybersecurity Analyst,Reject,88753,2
RES-00631,Candidate 0631,"Python, Networking, Linux",4.2,Bachelor's,2,Software Developer,Reject,25000,2
RES-00632,Candidate 0632,"Java, HTML, CSS",2.6,Master's,2,Software Developer,Reject,28591,2
RES-00633,Candidate 0633,"Python, SQL, Pandas",6.9,Master's,3,Data Analyst,Hire,64496,6
RES-00634,Candidate 0634,"Python, Networking, Linux",3.8,Master's,2,Data Analyst,Hire,42616,7
RES-00635,Candidate 0635,"Java, HTML, CSS",4.4,PhD,2,Cybersecurity Analyst,Hire,90182,3
RES-00636,Candidate 0636,"Python, Scikit-learn, SQL",1.6,Master's,3,Software Developer,Reject,65973,1
RES-00637,Candidate 0637,"Python, Networking, Linux",3.0,Bachelor's,4,ML Engineer,Reject,35888,1
RES-00638,Candidate 0638,"Python, Networking, Linux",6.0,Master's,1,Data Analyst,Hire,82977,6
RES-00639,Candidate 0639,"Python, Scikit-learn, SQL",5.4,Master's,1,ML Engineer,Hire,25000,7
RES-00640,Candidate 0640,"Java, HTML, CSS",3.0,Bachelor's,3,ML Engineer,Hire,77496,5
RES-00641,Candidate 0641,"Java, HTML, CSS",3.5,Bachelor's,1,Data Analyst,Reject,78242,4
RES-00642,Candidate 0642,"JavaScript, React, HTML, CSS",4.0,Master's,2,Software Developer,Hire,72820,3
RES-00643,Candidate 0643,"JavaScript, React, HTML, CSS",1.1,Bachelor's,1,Cybersecurity Analyst,Reject,133336,5
RES-00644,Candidate 0644,"Python, Networking, Linux",3.0,Bachelor's,3,Web Developer,Reject,53064,1
RES-00645,Candidate 0645,"JavaScript, React, HTML, CSS",2.2,Master's,6,ML Engineer,Reject,34479,2
RES-00646,Candidate 0646,"Python, SQL, Pandas",0.0,Bachelor's,2,Cybersecurity Analyst,Reject,80221,6
RES-00647,Candidate 0647,"Java, HTML, CSS",3.9,Bachelor's,4,Software Developer,Hire,51574,3
RES-00648,Candidate 0648,"Python, Networking, Linux",3.1,Bachelor's,2,ML Engineer,Hire,56232,4
RES-00649,Candidate 0649,"Python, Scikit-learn, SQL",0.0,Master's,2,Software Developer,Reject,29194,6
RES-00650,Candidate 0650,"Python, Scikit-learn, SQL",1.5,Bachelor's,1,Data Analyst,Hire,52639,3
RES-00651,Candidate 0651,"Python, Scikit-learn, SQL",3.3,PhD,1,Software Developer,Hire,59815,4
RES-00652,Candidate 0652,"Python, Scikit-learn, SQL",0.0,Bachelor's,1,Cybersecurity Analyst,Reject,25000,1
RES-00653,Candidate 0653,"Java, HTML, CSS",4.0,Bachelor's,1,Web Developer,Reject,86429,7
RES-00654,Candidate 0654,"Python, Scikit-learn, SQL",4.2,PhD,6,Data Analyst,Hire,38272,6
RES-00655,Candidate 0655,"JavaScript, React, HTML, CSS",5.1,Master's,1,Web Developer,Hire,59305,4
RES-00656,Candidate 0656,"Python, Networking, Linux",2.0,Master's,2,Software Developer,Reject,70280,1
RES-00657,Candidate 0657,"Python, SQL, Pandas",0.0,Master's,1,Software Developer,Hire,74750,0
RES-00658,Candidate 0658,"JavaScript, React, HTML, CSS",5.1,Bachelor's,2,Data Analyst,Reject,111560,3
RES-00659,Candidate 0659,"Java, HTML, CSS",0.1,Bachelor's,1,Cybersecurity Analyst,Hire,53812,7
RES-00660,Candidate 0660,"Java, HTML, CSS",4.9,Bachelor's,1,Data Analyst,Reject,72549,5
RES-00661,Candidate 0661,"Java, HTML, CSS",1.8,PhD,1,Cybersecurity Analyst,Hire,74673,2
RES-00662,Candidate 0662,"Python, Scikit-learn, SQL",1.0,Master's,1,Data Analyst,Reject,74407,1
RES-00663,Candidate 0663,"Python, SQL, Pandas",4.2,Bachelor's,3,Cybersecurity Analyst,Hire,25000,4
RES-00664,Candidate 0664,"JavaScript, React, HTML, CSS",6.3,Bachelor's,1,Web Developer,Reject,64390,1
RES-00665,Candidate 0665,"Python, Scikit-learn, SQL",3.1,Bachelor's,1,ML Engineer,Hire,60589,1
RES-00666,Candidate 0666,"Python, Scikit-learn, SQL",2.9,Bachelor's,4,ML Engineer,Reject,46199,3
RES-00667,Candidate 0667,"Python, SQL, Pandas",0.0,Bachelor's,3,ML Engineer,Reject,69965,4
RES-00668,Candidate 0668,"Python, Networking, Linux",5.6,Bachelor's,3,Web Developer,Hire,78457,6
RES-00669,Candidate 0669,"Java, HTML, CSS",3.7,Bachelor's,6,Cybersecurity Analyst,Hire,68703,5
RES-00670,Candidate 0670,"Python, Scikit-learn, SQL",2.8,Bachelor's,1,Software Developer,Reject,75552,4
RES-00671,Candidate 0671,"JavaScript, React, HTML, CSS",6.8,Master's,0,Software Developer,Hire,59808,4
RES-00672,Candidate 0672,"JavaScript, React, HTML, CSS",0.0,Bachelor's,2,Web Developer,Reject,37792,6
RES-00673,Candidate 0673,"Java, HTML, CSS",2.2,Bachelor's,4,Data Analyst,Reject,108707,1
RES-00674,Candidate 0674,"Java, HTML, CSS",3.5,Bachelor's,2,Web Developer,Hire,45031,4
RES-00675,Candidate 0675,"Java, HTML, CSS",2.8,Master's,4,ML Engineer,Reject,65836,5
RES-00676,Candidate 0676,"Python, Networking, Linux",0.0,Bachelor's,2,Data Analyst,Reject,71081,4
RES-00677,Candidate 0677,"Python, SQL, Pandas",4.4,Master's,3,Web Developer,Hire,38259,5
RES-00678,Candidate 0678,"JavaScript, React, HTML, CSS",3.4,Master's,1,Web Developer,Hire,64107,4
RES-00679,Candidate 0679,"Java, HTML, CSS",6.0,Master's,0,Software Developer,Hire,73347,1
RES-00680,Candidate 0680,"Python, Scikit-learn, SQL",8.6,Master's,3,Software Developer,Hire,70048,7
RES-00681,Candidate 0681,"JavaScript, React, HTML, CSS",3.0,Bachelor's,1,Web Developer,Reject,62933,2
RES-00682,Candidate 0682,"Java, HTML, CSS",4.5,PhD,0,ML Engineer,Reject,77658,3
RES-00683,Candidate 0683,"Java, HTML, CSS",4.1,Bachelor's,2,ML Engineer,Hire,31680,7
RES-00684,Candidate 0684,"Python, Scikit-learn, SQL",3.9,Master's,3,Data Analyst,Hire,78731,5
RES-00685,Candidate 0685,"Python, Scikit-learn, SQL",3.2,Master's,1,Web Developer,Hire,85292,4
RES-00686,Candidate 0686,"JavaScript, React, HTML, CSS",4.5,Bachelor's,3,Data Analyst,Reject,60115,2
RES-00687,Candidate 0687,"JavaScript, React, HTML, CSS",6.3,Bachelor's,2,Cybersecurity Analyst,Hire,39737,5
RES-00688,Candidate 0688,"Python, Scikit-learn, SQL",1.4,Master's,1,Software Developer,Reject,38470,2
RES-00689,Candidate 0689,"Python, Scikit-learn, SQL",8.3,Bachelor's,4,ML Engineer,Hire,62509,7
RES-00690,Candidate 0690,"Python, SQL, Pandas",4.8,Master's,2,Cybersecurity Analyst,Reject,47166,7
RES-00691,Candidate 0691,"Python, Scikit-learn, SQL",4.3,Bachelor's,2,ML Engineer,Reject,90494,12
RES-00692,Candidate 0692,"Java, HTML, CSS",0.0,Bachelor's,6,Software Developer,Reject,33048,3
RES-00693,Candidate 0693,"Python, Scikit-learn, SQL",3.5,Bachelor's,3,Data Analyst,Reject,57748,2
RES-00694,Candidate 0694,"Python, Scikit-learn, SQL",1.1,Master's,2,Cybersecurity Analyst,Reject,34174,2
RES-00695,Candidate 0695,"Python, Scikit-learn, SQL",4.9,Bachelor's,2,Cybersecurity Analyst,Hire,79750,2
RES-00696,Candidate 0696,"Python, Networking, Linux",5.9,PhD,4,Data Analyst,Hire,87530,3
RES-00697,Candidate 0697,"Python, Networking, Linux",6.4,Bachelor's,2,Data Analyst,Hire,76508,6
RES-00698,Candidate 0698,"Python, SQL, Pandas",3.1,Master's,0,Data Analyst,Reject,80273,3
RES-00699,Candidate 0699,"Python, Networking, Linux",3.3,Bachelor's,1,Data Analyst,Reject,76971,5
RES-00700,Candidate 0700,"Python, Networking, Linux",4.6,Bachelor's,3,Cybersecurity Analyst,Reject,63799,6
RES-00701,Candidate 0701,"Python, Networking, Linux",0.0,Bachelor's,3,ML Engineer,Hire,73245,1
RES-00702,Candidate 0702,"Java, HTML, CSS",2.4,Bachelor's,2,ML Engineer,Reject,69018,4
RES-00703,Candidate 0703,"JavaScript, React, HTML, CSS",2.1,Master's,3,Web Developer,Hire,66801,5
RES-00704,Candidate 0704,"Python, Scikit-learn, SQL",4.8,PhD,0,Software Developer,Hire,58382,6
RES-00705,Candidate 0705,"Java, HTML, CSS",2.4,Master's,4,Web Developer,Hire,91151,2
RES-00706,Candidate 0706,"Python, Networking, Linux",5.4,Master's,3,Software Developer,Hire,48038,6
RES-00707,Candidate 0707,"Python, SQL, Pandas",3.0,Bachelor's,1,Software Developer,Reject,75156,4
RES-00708,Candidate 0708,"Python, Scikit-learn, SQL",5.6,Master's,2,Software Developer,Hire,117274,6
RES-00709,Candidate 0709,"JavaScript, React, HTML, CSS",9.0,Master's,2,ML Engineer,Hire,25000,4
RES-00710,Candidate 0710,"Python, Networking, Linux",7.4,Bachelor's,2,ML Engineer,Hire,88476,6
RES-00711,Candidate 0711,"JavaScript, React, HTML, CSS",5.9,Bachelor's,3,Software Developer,Reject,42563,1
RES-00712,Candidate 0712,"JavaScript, React, HTML, CSS",6.4,Bachelor's,1,Data Analyst,Reject,88695,0
RES-00713,Candidate 0713,"Python, Networking, Linux",2.6,Bachelor's,1,Data Analyst,Reject,25000,3
RES-00714,Candidate 0714,"Python, Networking, Linux",1.6,Bachelor's,0,ML Engineer,Reject,77798,7
RES-00715,Candidate 0715,"JavaScript, React, HTML, CSS",1.4,Bachelor's,4,ML Engineer,Reject,38611,2
RES-00716,Candidate 0716,"Python, Scikit-learn, SQL",4.0,Bachelor's,4,ML Engineer,Reject,56758,5
RES-00717,Candidate 0717,"Python, SQL, Pandas",7.2,PhD,4,Data Analyst,Hire,83384,2
RES-00718,Candidate 0718,"Python, Scikit-learn, SQL",1.7,Master's,1,Data Analyst,Hire,80895,4
RES-00719,Candidate 0719,"JavaScript, React, HTML, CSS",4.7,Master's,0,Data Analyst,Reject,85426,3
RES-00720,Candidate 0720,"JavaScript, React, HTML, CSS",0.4,Master's,4,Web Developer,Reject,70449,2
RES-00721,Candidate 0721,"Python, SQL, Pandas",0.5,Bachelor's,1,Software Developer,Reject,47582,2
RES-00722,Candidate 0722,"Python, Networking, Linux",5.6,Bachelor's,1,Cybersecurity Analyst,Reject,68790,2
RES-00723,Candidate 0723,"Python, Scikit-learn, SQL",1.8,Master's,3,Web Developer,Reject,59189,3
RES-00724,Candidate 0724,"Java, HTML, CSS",1.7,Bachelor's,0,Data Analyst,Reject,90436,4
RES-00725,Candidate 0725,"JavaScript, React, HTML, CSS",8.4,Bachelor's,2,Web Developer,Reject,96217,7
RES-00726,Candidate 0726,"Python, SQL, Pandas",3.7,Master's,2,Web Developer,Hire,47901,5
RES-00727,Candidate 0727,"Python, Scikit-learn, SQL",3.4,Master's,1,ML Engineer,Reject,83488,1
RES-00728,Candidate 0728,"Java, HTML, CSS",2.9,Bachelor's,2,Data Analyst,Hire,64716,6
RES-00729,Candidate 0729,"Python, Networking, Linux",4.5,Bachelor's,2,Data Analyst,Reject,74587,8
RES-00730,Candidate 0730,"Python, Scikit-learn, SQL",1.7,Bachelor's,4,Cybersecurity Analyst,Reject,92734,4
RES-00731,Candidate 0731,"Java, HTML, CSS",3.6,Bachelor's,3,Web Developer,Hire,92386,4
RES-00732,Candidate 0732,"Python, Networking, Linux",6.2,Master's,3,Software Developer,Reject,47051,4
RES-00733,Candidate 0733,"Java, HTML, CSS",2.7,Bachelor's,1,Cybersecurity Analyst,Reject,82560,2
RES-00734,Candidate 0734,"Python, Scikit-learn, SQL",0.0,Master's,1,Software Developer,Reject,84989,1
RES-00735,Candidate 0735,"Python, Scikit-learn, SQL",1.9,Bachelor's,2,Web Developer,Hire,72438,3
RES-00736,Candidate 0736,"Java, HTML, CSS",5.4,Bachelor's,1,Data Analyst,Reject,74291,5
RES-00737,Candidate 0737,"JavaScript, React, HTML, CSS",6.3,Master's,0,ML Engineer,Hire,87832,4
